SourceListName,SourceFlowName,SourceFlowUUID,SourceFlowContext,SourceUnit,MatchCondition,ConversionFactor,TargetListName,TargetFlowName,TargetFlowUUID,TargetFlowContext,TargetUnit,Mapper,Verifier,LastUpdated,MemoMapper,MemoVerifier,MemoSource,MemoTarget
SimaPro9.4,3-Methyl-1-butanol,B08B4E7B-C488-4F04-B210-AE26CAE0B4DD,Emissions to air/high. pop.,kg,=,1.0,ecoinventEFv3.7,3-Methyl-1-butanol,c6310f81-3859-4c5c-990a-4662ba179693,air/urban air close to ground,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,4-Methyl-2-pentanone,3017175E-C9E8-4D9E-9B2D-C11387D7EC03,"Emissions to air/low. pop., long-term",kg,=,1.0,ecoinventEFv3.7,4-Methyl-2-pentanone,497e2e7c-0e1a-4b9f-a94e-d63d5e49dcf8,"air/low population density, long-term",kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,4-Methyl-2-pentanone,3017175E-C9E8-4D9E-9B2D-C11387D7EC03,Emissions to air/stratosphere + troposphere,kg,=,1.0,ecoinventEFv3.7,4-Methyl-2-pentanone,a6dd536a-5443-4c23-bb5e-60f0fa68af13,air/lower stratosphere + upper troposphere,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,4-Methyl-2-pentanone,3017175E-C9E8-4D9E-9B2D-C11387D7EC03,Emissions to air/low. pop.,kg,=,1.0,ecoinventEFv3.7,4-Methyl-2-pentanone,6ed53433-96ff-402c-87d0-52b8271aadac,air/non-urban air or from high stacks,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,4-Methyl-2-pentanone,3017175E-C9E8-4D9E-9B2D-C11387D7EC03,Emissions to air/(unspecified),kg,=,1.0,ecoinventEFv3.7,4-Methyl-2-pentanone,53214ef0-3cc1-4166-920b-08ca46f7c457,air/unspecified,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,4-Methyl-2-pentanone,3017175E-C9E8-4D9E-9B2D-C11387D7EC03,Emissions to air/high. pop.,kg,=,1.0,ecoinventEFv3.7,4-Methyl-2-pentanone,9fbec2f4-6b42-4e63-9573-14e04befe20f,air/urban air close to ground,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acenaphthene,3AC13D72-9AAF-4D76-8F11-9A6BBFC65DA1,"Emissions to air/low. pop., long-term",kg,=,1.0,ecoinventEFv3.7,Acenaphthene,0555dc8e-d8b3-4da1-afaa-a2144758d590,"air/low population density, long-term",kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acenaphthene,3AC13D72-9AAF-4D76-8F11-9A6BBFC65DA1,Emissions to air/stratosphere + troposphere,kg,=,1.0,ecoinventEFv3.7,Acenaphthene,f6432a5a-eb35-4395-9909-5d0e17296681,air/lower stratosphere + upper troposphere,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acenaphthene,3AC13D72-9AAF-4D76-8F11-9A6BBFC65DA1,Emissions to air/low. pop.,kg,=,1.0,ecoinventEFv3.7,Acenaphthene,922a7ccf-3338-43ad-bd7e-77d51df051ab,air/non-urban air or from high stacks,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acenaphthene,3AC13D72-9AAF-4D76-8F11-9A6BBFC65DA1,Emissions to air/(unspecified),kg,=,1.0,ecoinventEFv3.7,Acenaphthene,1f4afa32-a9a2-40da-8396-104452cb637f,air/unspecified,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acenaphthene,3AC13D72-9AAF-4D76-8F11-9A6BBFC65DA1,Emissions to air/high. pop.,kg,=,1.0,ecoinventEFv3.7,Acenaphthene,99c07b66-c039-4896-866d-06abdaa9d46a,air/urban air close to ground,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acenaphthylene,A91C4768-E8E7-49DA-9475-8989598C9648,Emissions to air/(unspecified),kg,=,1.0,ecoinventEFv3.7,Acenaphthylene,e0346157-1f0e-4bf9-b234-78fead761e18,air/unspecified,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acephate,36E8417C-254D-46E8-8C6B-320B293D1A76,Emissions to air/low. pop.,kg,=,1.0,ecoinventEFv3.7,Acephate,73a06727-fec3-4d8d-8de5-ef1a0cc2c280,air/non-urban air or from high stacks,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetaldehyde,2884C87D-B65A-4ADB-A1AA-91E61029E4BA,"Emissions to air/low. pop., long-term",kg,=,1.0,ecoinventEFv3.7,Acetaldehyde,55b0bc94-7f43-4930-ad57-25af3f892757,"air/low population density, long-term",kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetaldehyde,2884C87D-B65A-4ADB-A1AA-91E61029E4BA,Emissions to air/stratosphere + troposphere,kg,=,1.0,ecoinventEFv3.7,Acetaldehyde,43a7e8ef-634e-401b-92f1-32cb42f226ac,air/lower stratosphere + upper troposphere,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetaldehyde,2884C87D-B65A-4ADB-A1AA-91E61029E4BA,Emissions to air/low. pop.,kg,=,1.0,ecoinventEFv3.7,Acetaldehyde,fc9f9a81-c4b9-4dce-bc20-9f04e05ca2f1,air/non-urban air or from high stacks,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetaldehyde,2884C87D-B65A-4ADB-A1AA-91E61029E4BA,Emissions to air/(unspecified),kg,=,1.0,ecoinventEFv3.7,Acetaldehyde,e3e8f6a2-c45e-4685-9859-698b2eadaf5b,air/unspecified,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetaldehyde,2884C87D-B65A-4ADB-A1AA-91E61029E4BA,Emissions to air/high. pop.,kg,=,1.0,ecoinventEFv3.7,Acetaldehyde,5ad58fcc-e9ba-4155-a3c9-e4ffb3065a6f,air/urban air close to ground,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetamide,4D8F57E4-1841-4EB8-B4F2-32FD8EA84B77,Emissions to air/low. pop.,kg,=,1.0,ecoinventEFv3.7,Acetamide,c3de45a3-e6fd-494e-aa85-d352b478e87b,air/non-urban air or from high stacks,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetic acid,FCBAE9A8-BC9F-45E9-BABE-FE2DAC17D380,"Emissions to air/low. pop., long-term",kg,=,1.0,ecoinventEFv3.7,Acetic acid,e9acbffd-7211-42e2-9f3a-cd9556e21132,"air/low population density, long-term",kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetic acid,FCBAE9A8-BC9F-45E9-BABE-FE2DAC17D380,Emissions to air/stratosphere + troposphere,kg,=,1.0,ecoinventEFv3.7,Acetic acid,f53378fe-3e04-4f74-9a08-bea2a6332b67,air/lower stratosphere + upper troposphere,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetic acid,FCBAE9A8-BC9F-45E9-BABE-FE2DAC17D380,Emissions to air/low. pop.,kg,=,1.0,ecoinventEFv3.7,Acetic acid,c5cc0625-6e01-4639-b053-5d1d9d22a53c,air/non-urban air or from high stacks,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetic acid,FCBAE9A8-BC9F-45E9-BABE-FE2DAC17D380,Emissions to air/(unspecified),kg,=,1.0,ecoinventEFv3.7,Acetic acid,d157416d-db9b-4f88-a7f3-a9a5f1ea88f2,air/unspecified,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetic acid,FCBAE9A8-BC9F-45E9-BABE-FE2DAC17D380,Emissions to air/high. pop.,kg,=,1.0,ecoinventEFv3.7,Acetic acid,b9b68c0c-053e-41de-ab72-8dfe1c3f5755,air/urban air close to ground,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,"Acetic acid, trifluoro-",7FA692C3-18D0-48EA-BCAC-ABE833035435,"Emissions to air/low. pop., long-term",kg,=,1.0,ecoinventEFv3.7,"Acetic acid, trifluoro-",79e99a7d-9cda-407e-9503-da5419f604b4,"air/low population density, long-term",kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,"Acetic acid, trifluoro-",7FA692C3-18D0-48EA-BCAC-ABE833035435,Emissions to air/stratosphere + troposphere,kg,=,1.0,ecoinventEFv3.7,"Acetic acid, trifluoro-",66d62655-2b96-4e07-84f6-721f4a3e3ec7,air/lower stratosphere + upper troposphere,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,"Acetic acid, trifluoro-",7FA692C3-18D0-48EA-BCAC-ABE833035435,Emissions to air/low. pop.,kg,=,1.0,ecoinventEFv3.7,"Acetic acid, trifluoro-",1511586a-8f52-4e6b-bb46-78a0c083155f,air/non-urban air or from high stacks,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,"Acetic acid, trifluoro-",7FA692C3-18D0-48EA-BCAC-ABE833035435,Emissions to air/(unspecified),kg,=,1.0,ecoinventEFv3.7,"Acetic acid, trifluoro-",d4f209e8-335f-4a2f-9384-77a23fbc7dee,air/unspecified,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,"Acetic acid, trifluoro-",7FA692C3-18D0-48EA-BCAC-ABE833035435,Emissions to air/high. pop.,kg,=,1.0,ecoinventEFv3.7,"Acetic acid, trifluoro-",f38210d0-4566-4497-b270-662028efc0c6,air/urban air close to ground,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetone,FD3F83CF-D1AB-4199-B4EF-A8F2D7B19648,"Emissions to air/low. pop., long-term",kg,=,1.0,ecoinventEFv3.7,Acetone,e91093c9-20df-49c5-8960-eabf05af6832,"air/low population density, long-term",kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetone,FD3F83CF-D1AB-4199-B4EF-A8F2D7B19648,Emissions to air/stratosphere + troposphere,kg,=,1.0,ecoinventEFv3.7,Acetone,a765d3a1-65c6-4544-8487-b3104b937568,air/lower stratosphere + upper troposphere,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
SimaPro9.4,Acetone,FD3F83CF-D1AB-4199-B4EF-A8F2D7B19648,Emissions to air/low. pop.,kg,=,1.0,ecoinventEFv3.7,Acetone,7a2d7097-20c4-4b5f-b2ee-bcfc2ba1378f,air/non-urban air or from high stacks,kg,Chris Mutel,,2022-09-23T10:59:32.678836+02:00,Automated match. Notebook: Match - Identical names in air,,,
