Flowable,CAS No,Formula,Synonyms,Unit,Class,Context,Flow UUID,Description
Chemical and fertilizer minerals,,,Chemical and fertilizer minerals,ton,Raw materials,Raw materials,F166876A-92B5-4AF9-8332-ADBF1B6B56E5,
Chlorine,022537-15-1,Cl,Chlorine,kg,Raw materials,Raw materials,54DAA03F-8DAB-4273-8874-54D01FA4FFF1,
Chromium,007440-47-3,Cr,Chromium,kg,Raw materials,Raw materials,8E7EE822-3789-48DB-B682-49F8482AE198,
Chromium ore,,,Chromium ore,kg,Raw materials,Raw materials,FEA32988-CD65-4181-9F56-E7C61DF5E006,
Chrysotile,012001-29-5,Mg3Si2O5(OH)4,Chrysotile,kg,Raw materials,Raw materials,DE9CE16A-86C7-4F1B-8967-1C56BDC0A4A9,
Cinnabar,023333-45-1,HgS,Cinnabar,kg,Raw materials,Raw materials,61EFF965-81F1-4B62-B48B-0B3AB6A424AB,
"Clay, ball",,,"Clay, ball",kg,Raw materials,Raw materials,5153184C-9126-46B8-8BE1-1ECC967E3BA3,
"Clay, bentonite",,,"Clay, bentonite",kg,Raw materials,Raw materials,71928862-9A73-48B8-8583-CE88F6863617,
"Clay, fire",,,"Clay, fire",kg,Raw materials,Raw materials,3CF948C5-2A03-4E7E-BDDA-FB10535E6470,
"Clay, unspecified",,,"Clay, unspecified",kg,Raw materials,Raw materials,A56F261F-A466-4EB1-842B-6B3E39882C66,
"Coal, 18 MJ per kg",,,"Coal, 18 MJ per kg",kg,Raw materials,Raw materials,8A23E8AE-9D54-4BCB-BEA8-0D65620D6F9D,Higher heating value (HHV): 18.9 MJ/kgLower heating value (LHV): 18 MJ/kg
"Coal, 26.4 MJ per kg",,,"Coal, 26.4 MJ per kg",kg,Raw materials,Raw materials,C0F2A644-3C69-4F02-B13A-029561B69A3E,Higher heating value (HHV): 27.8 MJ/kgLower heating value (LHV): 26.4 MJ/kg
"Coal, 29.3 MJ per kg",,,"Coal, 29.3 MJ per kg",kg,Raw materials,Raw materials,AE4A9855-8598-4363-B541-A56625F7BB63,Higher heating value (HHV): 30.8 MJ/kgLower heating value (LHV): 29.3 MJ/kg
"Coal, bituminous, 24.8 MJ per kg",,,"Coal, bituminous, 24.8 MJ per kg",kg,Raw materials,Raw materials,4E230376-C4F5-4487-BD03-85C7909FF598,Higher heating value (HHV): 26.1 MJ/kgLower heating value (LHV): 24.8 MJ/kg
"Coal, brown",,,"Coal, brown",kg,Raw materials,Raw materials,8C93A378-A18E-4436-8855-A8759B88E676,Synonyms: Lignite; Brown coalHigher heating value (HHV): 9.90 MJ/kgLower heating value (LHV): 8.75 MJ/kg
"Coal, brown, 10 MJ per kg",,,"Coal, brown, 10 MJ per kg",kg,Raw materials,Raw materials,451475C9-8BD3-4C7B-81F8-C6BA2CAD0B68,Higher heating value (HHV): 11.3 MJ/kgLower heating value (LHV): 10 MJ/kg
"Coal, brown, 8 MJ per kg",,,"Coal, brown, 8 MJ per kg",kg,Raw materials,Raw materials,051C0752-2B47-45D6-9A1C-F3983D3C9831,Higher heating value (HHV): 9.05 MJ/kgLower heating value (LHV): 8.00 MJ/kg
"Coal, feedstock, 26.4 MJ per kg",,,"Coal, feedstock, 26.4 MJ per kg",kg,Raw materials,Raw materials,613B0972-6197-40D0-84B9-CBEE636F1704,Higher heating value (HHV): 27.8 MJ/kgLower heating value (LHV): 26.4 MJ/kg
"Coal, hard",,,"Coal, hard",kg,Raw materials,Raw materials,CADAC617-0123-4544-8732-DA547585C2BC,Synonyms: Anthracite; Hard coalHigher heating value (HHV): 19.1 MJ/kgLower heating value (LHV): 18.2 MH/kg
"Coal, hard, 30.7 MJ per kg",,,"Coal, hard, 30.7 MJ per kg",kg,Raw materials,Raw materials,65FC3C51-77C2-4615-A30F-DC461B13C664,Higher heating value (HHV): 32.3 MJ/kgLower heating value (LHV): 30.7 MJ/kg
Cobalt,007440-48-4,Co,Cobalt,kg,Raw materials,Raw materials,3F7015A7-2EA9-4FD6-A4C0-423F4D85FFAA,
"Cobalt, Co 5.0E-2%, in mixed ore",007440-48-4,Co,"Cobalt, Co 5.0E-2%, in mixed ore",kg,Raw materials,Raw materials,ECBCC624-5CD2-476C-8997-B295FB1CD6C6,
Colemanite,001318-33-8,Ca2B6O11*5H2O,Colemanite,kg,Raw materials,Raw materials,B1BD7657-E353-4021-8512-82C076D9370A,
Copper,007440-50-8,Cu,Copper,kg,Raw materials,Raw materials,55BC4F51-1E2A-4683-B219-5DDA9674AF59,
Copper ore,,,Copper ore,kg,Raw materials,Raw materials,56BD6921-4EF0-4C89-957D-CEA8C28F02AB,
"Copper, 0.52% in sulfide, Cu 0.27% and Mo 8.2E-3% in crude ore",007440-50-8,Cu,"Copper, 0.52% in sulfide, Cu 0.27% and Mo 8.2E-3% in crude ore",kg,Raw materials,Raw materials,8D9F275B-841C-4F60-BFF2-B174306F3138,
"Copper, 0.59% in sulfide, Cu 0.22% and Mo 8.2E-3% in crude ore",007440-50-8,Cu,"Copper, 0.59% in sulfide, Cu 0.22% and Mo 8.2E-3% in crude ore",kg,Raw materials,Raw materials,1174C506-20D7-4B64-985A-6C8F182836E5,
"Copper, 0.97% in sulfide, Cu 0.36% and Mo 4.1E-2% in crude ore",007440-50-8,Cu,"Copper, 0.97% in sulfide, Cu 0.36% and Mo 4.1E-2% in crude ore",kg,Raw materials,Raw materials,7DA07A31-4DE5-4EF5-8E37-E45A438EB4E6,
"Copper, 0.99% in sulfide, Cu 0.36% and Mo 8.2E-3% in crude ore",007440-50-8,Cu,"Copper, 0.99% in sulfide, Cu 0.36% and Mo 8.2E-3% in crude ore",kg,Raw materials,Raw materials,EA870435-7371-4683-82D1-BE43E5346C5F,
"Copper, 1.13% in sulfide, Cu 0.76% and Ni 0.76% in crude ore",007440-50-8,Cu,"Copper, 1.13% in sulfide, Cu 0.76% and Ni 0.76% in crude ore",kg,Raw materials,Raw materials,8C380983-8097-44D9-9ACC-D599C79B9943,
"Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore",007440-50-8,Cu,"Copper, 1.18% in sulfide, Cu 0.39% and Mo 8.2E-3% in crude ore",kg,Raw materials,Raw materials,EC2F1432-1593-49C9-A8C4-96357DE1F466,
"Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore",007440-50-8,Cu,"Copper, 1.42% in sulfide, Cu 0.81% and Mo 8.2E-3% in crude ore",kg,Raw materials,Raw materials,67148176-580A-40E4-A180-DF4575B653BF,
"Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore",007440-50-8,Cu,"Copper, 2.19% in sulfide, Cu 1.83% and Mo 8.2E-3% in crude ore",kg,Raw materials,Raw materials,6A517CBC-2607-4A75-894B-B3FE52471C5B,
"Copper, Cu 0.2%, in mixed ore",007440-50-8,Cu,"Copper, Cu 0.2%, in mixed ore",kg,Raw materials,Raw materials,39884742-9374-4E5C-B27F-35BCF7EF7CE4,
"Copper, Cu 0.38%, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Pb 0.014%, in ore",007440-50-8,Cu,"Copper, Cu 0.38%, Au 9.7E-4%, Ag 9.7E-4%, Zn 0.63%, Pb 0.014%, in ore",kg,Raw materials,Raw materials,6477375F-7CF4-4EE0-8538-5B4546BBD173,
"Copper, Cu 3.2E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0% in ore",007440-50-8,Cu,"Copper, Cu 3.2E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0% in ore",kg,Raw materials,Raw materials,EAF7A439-C4E5-487B-B623-46149F841FE8,
"Copper, Cu 5.2E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2% in ore",007440-50-8,Cu,"Copper, Cu 5.2E-2%, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2% in ore",kg,Raw materials,Raw materials,00D43FB1-CFA5-485C-81FD-4587347EFBFF,
"Copper, Cu 6.8E-1%, in mixed ore",007440-50-8,Cu,"Copper, Cu 6.8E-1%, in mixed ore",kg,Raw materials,Raw materials,AD9D2D21-D985-4E1B-AFB4-05ECB5CB95C8,
"Diamond, industrial",,,"Diamond, industrial",kg,Raw materials,Raw materials,F3B68A60-331B-4060-A6F9-1C45FF8553FE,
Diatomite,068855-54-9,Chemical O2Si ,Diatomite,kg,Raw materials,Raw materials,DBAA1888-8199-485C-B8A4-ADD9DD7D603E,
Dolomite,016389-88-1,CaMg(CO3)2,Dolomite,kg,Raw materials,Raw materials,CE9E0674-8DE4-4B18-BCCC-D49E9D8F3DD0,
Dysprosium,007429-91-6,Dy,Dysprosium,kg,Raw materials,Raw materials,2BE7406A-4656-4245-9FF8-5072F8B4BEE0,
"Energy, from biomass",,,"Energy, from biomass",MJ,Raw materials,Raw materials,FCA0051B-27C7-4C09-A770-0F3CA0EA236C,
"Energy, from coal",,,"Energy, from coal",MJ,Raw materials,Raw materials,976B1DE9-CA12-4717-B65B-45AC61523CAD,
"Energy, from coal, brown",,,"Energy, from coal, brown",MJ,Raw materials,Raw materials,87C6E701-BD96-4B9B-BB40-4B0A9857EDF0,Synonyms: Energy from lignite
"Energy, from gas, natural",,,"Energy, from gas, natural",MJ,Raw materials,Raw materials,B229BF94-A6F9-4BB1-8350-6A931A9587C3,
"Energy, from hydro power",,,"Energy, from hydro power",MJ,Raw materials,Raw materials,8BB208F9-5AC2-45BF-B4EF-FFD082AE5FA4,
"Energy, from hydrogen",,,"Energy, from hydrogen",MJ,Raw materials,Raw materials,FF0FDC4B-B82F-423C-B7AD-F2280332456B,
"Energy, from oil",,,"Energy, from oil",MJ,Raw materials,Raw materials,7EF91E26-32DF-4BC0-993F-CBDB9FD78E32,
"Energy, from oil sand (10% bitumen)",,,"Energy, from oil sand (10% bitumen)",MJ,Raw materials,Raw materials,76328E06-0D30-42A6-8E09-78CB4FCA96DA,
"Energy, from oil sand (100% bitumen)",,,"Energy, from oil sand (100% bitumen)",MJ,Raw materials,Raw materials,36BC2565-41EF-4BCB-A2B6-BB76A8FAF56A,
"Energy, from peat",,,"Energy, from peat",MJ,Raw materials,Raw materials,2931BDDC-CD32-49CA-BA3F-D1F042A802AE,
"Energy, from pit methane",,,"Energy, from pit methane",MJ,Raw materials,Raw materials,2094112F-7EB1-4F86-8335-B3BA2FF2B8BE,
"Energy, from sulfur",,,"Energy, from sulfur",MJ,Raw materials,Raw materials,D91C375A-99C7-4E79-BD22-3D307A9A55A0,
"Energy, from uranium",,,"Energy, from uranium",MJ,Raw materials,Raw materials,ED2C8071-9649-447D-91BC-22CCDB2FA93D,
"Energy, from wood",,,"Energy, from wood",MJ,Raw materials,Raw materials,E81FE9EF-36CE-452C-BE65-90DCAAEC64DB,
"Energy, geothermal",,,"Energy, geothermal",MJ,Raw materials,Raw materials,426682DA-8473-471B-A0B1-85F55BD8AC95,
"Energy, geothermal, converted",,,"Energy, geothermal, converted",MJ,Raw materials,Raw materials,564CF364-C8FE-4CF2-8E10-529352748229,
"Energy, gross calorific value, in biomass",,,"Energy, gross calorific value, in biomass",MJ,Raw materials,Raw materials,0CF23570-F012-4805-B7DB-15EE1ED92105,
"Energy, gross calorific value, in biomass, primary forest",,,"Energy, gross calorific value, in biomass, primary forest",MJ,Raw materials,Raw materials,8EC69874-9044-4B74-924A-7145176D8A9A,
"Energy, kinetic (in wind), converted",,,"Energy, kinetic (in wind), converted",MJ,Raw materials,Raw materials,E694E38B-56C2-4311-A0F3-D4273250A9CA,
"Energy, potential (in hydropower reservoir), converted",,,"Energy, potential (in hydropower reservoir), converted",MJ,Raw materials,Raw materials,11B2E759-29E7-4ECE-BC34-F239E98D1D48,
"Energy, recovered",,,"Energy, recovered",MJ,Raw materials,Raw materials,C07354C1-1837-4743-B6CA-BF6CCC6C6F00,
"Energy, solar, converted",,,"Energy, solar, converted",MJ,Raw materials,Raw materials,08FE28EF-B9CC-44BA-9F54-97F286F8CECA,
"Energy, unspecified",,,"Energy, unspecified",MJ,Raw materials,Raw materials,45AB6A85-3297-4663-8F05-8860E3769B6A,
Erbium,007440-52-0,Er,Erbium,kg,Raw materials,Raw materials,C4E95CF2-082E-40D5-8322-A12E9ACCD339,
Europium,007440-53-1,Eu,Europium,kg,Raw materials,Raw materials,28CC8CCF-10E0-450C-90EA-53CF7653505A,
Feldspar,068476-25-5,"(Na, K, Ca) AlSi3O8; SiO2",Feldspar,kg,Raw materials,Raw materials,4B434049-04A9-4432-B4AC-505E68737119,
Ferromanganese,012604-53-4,,Ferromanganese,kg,Raw materials,Raw materials,8190FB3F-F54E-40AC-B0D8-DBAFBB395CAF,
"Fish, alaska pollock (=walleye poll.), theragra chalcogramma, in ocean",,,"Fish, alaska pollock (=walleye poll.), theragra chalcogramma, in ocean",kg,Raw materials,Raw materials,4C270569-F762-4BAB-8E9D-790DCCFF6229,
"Fish, anchoveta (=peruvian anchovy), engraulis ringens, in ocean",,,"Fish, anchoveta (=peruvian anchovy), engraulis ringens, in ocean",kg,Raw materials,Raw materials,5E2A38AD-FA9D-4B90-B0EC-7922F9A5770A,
"Fish, atlantic cod, gadus morhua, in ocean",,,"Fish, atlantic cod, gadus morhua, in ocean",kg,Raw materials,Raw materials,AD81B428-2DE6-48B5-BFE3-596568A27758,
"Fish, atlantic herring, clupea harengus, in ocean",,,"Fish, atlantic herring, clupea harengus, in ocean",kg,Raw materials,Raw materials,E90EA5FF-99B0-4177-A0FA-EBE7ABA5F138,
"Fish, atlantic mackerel, scomber scombrus, in ocean",,,"Fish, atlantic mackerel, scomber scombrus, in ocean",kg,Raw materials,Raw materials,7621BC98-B01B-48C2-852A-9F7470DE4266,
"Fish, common sole, solea solea, in ocean",,,"Fish, common sole, solea solea, in ocean",kg,Raw materials,Raw materials,C49C9531-10D8-4406-A542-E7B42DFBE15E,
"Fish, demersal, in ocean",,,"Fish, demersal, in ocean",kg,Raw materials,Raw materials,13BCC53B-EE0B-45E7-A320-870CAFA30442,
"Fish, european seabass, dicentrarchus labrax, in ocean",,,"Fish, european seabass, dicentrarchus labrax, in ocean",kg,Raw materials,Raw materials,AC070594-CB4E-47C0-A9D1-CB1F44F0E3F9,
"Fish, japanese anchovy, engraulis japonicus, in ocean",,,"Fish, japanese anchovy, engraulis japonicus, in ocean",kg,Raw materials,Raw materials,797EC2B6-7778-422B-8DE4-A89430DC5AD1,
"Fish, pacific chub mackerel, scomber japonicus, in ocean",,,"Fish, pacific chub mackerel, scomber japonicus, in ocean",kg,Raw materials,Raw materials,31340F63-8107-4941-A4BA-3A92E81F644D,
"Fish, pelagic, in ocean",,,"Fish, pelagic, in ocean",kg,Raw materials,Raw materials,5A3317C8-BCE2-4452-8359-1119E9C3EDE2,
"Fish, skipjack tuna, katsuwonus pelamis, in ocean",,,"Fish, skipjack tuna, katsuwonus pelamis, in ocean",kg,Raw materials,Raw materials,3F7C2466-AA2E-40E1-81F3-BE8DDC134434,
"Fish, turbot, psetta maxima, in ocean",,,"Fish, turbot, psetta maxima, in ocean",kg,Raw materials,Raw materials,23ED30B7-0CB3-4F10-A137-AF0661C3A3E7,
"Fish, unspecified, in ocean",,,"Fish, unspecified, in ocean",kg,Raw materials,Raw materials,612C2AF0-3EF0-4FA2-B3F6-F44A6370E521,
"Fish, yellowfin tuna, thunnus albacares, in ocean",,,"Fish, yellowfin tuna, thunnus albacares, in ocean",kg,Raw materials,Raw materials,CBD2CF3C-CB9A-4264-AD58-362CD0F9CD85,
Fluorine,014762-94-8,F,Fluorine,kg,Raw materials,Raw materials,A27A0870-BF58-4EBF-95BC-31BAD606A5EA,
"Fluorine, 4.5% in apatite, 3% in crude ore",007782-41-4,F,"Fluorine, 4.5% in apatite, 3% in crude ore",kg,Raw materials,Raw materials,EA09FE7A-189B-465A-B0A7-C733863F917E,
Fluorspar,014542-23-5,CaF2,Fluorspar,kg,Raw materials,Raw materials,7550E339-117A-4A9F-97C3-B001197FF15A,
Forestry,,,Forestry,m2a,Raw materials,Raw materials,9F3DC3CE-BE16-4D43-96A3-AA42BE061FF5,
Fuller's earth,,,Fuller's earth,kg,Raw materials,Raw materials,55826ADE-C15B-4CEC-B45B-DDDE2E6ECCC7,
Gadolinium,007440-54-2,Gd ,Gadolinium,kg,Raw materials,Raw materials,8F45D337-CBC7-4D91-91F6-AC9B609FE6FB,
Gallium,007440-55-3,Ga,Gallium,kg,Raw materials,Raw materials,BC474F9B-FBF1-4D65-8379-FFE3FB36FD28,
Gangue,,,Gangue,kg,Raw materials,Raw materials,023A1BC9-FF87-43BB-8397-5DF1BFF97289,
"Gangue, bauxite",,,"Gangue, bauxite",kg,Raw materials,Raw materials,A0A633BA-B1E4-4E49-975F-2EBD7524534A,
"Garnet, industrial",,,"Garnet, industrial",kg,Raw materials,Raw materials,4E043353-1866-4809-8D27-981AB171E20A,
"Gas, mine, off-gas, process, coal mining/kg",008006-14-2,,"Gas, mine, off-gas, process, coal mining/kg",kg,Raw materials,Raw materials,E7A3A823-4B3E-48A8-A8A4-D6EE7401D18F,Higher heating value (HHV): 49.8 MJ/kgLower heating value (LHV): 44.9 MJ/kg
"Gas, mine, off-gas, process, coal mining/m3",008006-14-2,,"Gas, mine, off-gas, process, coal mining/m3",m3,Raw materials,Raw materials,2225FEF1-D3FF-4DD1-94A4-1356CFE8F462,Higher heating value (HHV): 39.8 MJ/m3Lower heating value (LHV): 35.8 MJ/m3
"Gas, natural, 30.3 MJ per kg",008006-14-2,,"Gas, natural, 30.3 MJ per kg",kg,Raw materials,Raw materials,43DD82AC-4636-4823-93B5-073945DBC9BB,Higher heating value (HHV): 33.6 MJ/kgLower heating value (LHV): 30.3 MJ/kg
"Gas, natural, 35 MJ per m3",008006-14-2,,"Gas, natural, 35 MJ per m3",m3,Raw materials,Raw materials,A2561BE9-74D1-466F-BB61-C4B494AC90A9,Higher heating value (HHV): 38.9 MJ/m3Lower heating value (LHV): 35.0 MJ/m3
"Gas, natural, 36.6 MJ per m3",008006-14-2,,"Gas, natural, 36.6 MJ per m3",m3,Raw materials,Raw materials,4E5E933C-B2B5-49D5-90B1-E93B29D75EC8,Higher heating value (HHV): 40.6 MJ/m3Lower heating value (LHV): 36.6 MJ/m3
"Gas, natural, 46.8 MJ per kg",008006-14-2,,"Gas, natural, 46.8 MJ per kg",kg,Raw materials,Raw materials,207BBB81-8374-4279-9414-89413CC819C2,Higher heating value (HHV): 52.0 MJ/kgLower heating value (LHV): 46.8 MJ/kg
"Gas, natural, feedstock, 35 MJ per m3",008006-14-2,,"Gas, natural, feedstock, 35 MJ per m3",m3,Raw materials,Raw materials,1E13B93D-08FE-47E3-9B7E-8C6D3B9B1E37,Higher heating value (HHV): 38.9 MJ/m3Lower heating value (LHV): 35.0 MJ/m3
"Gas, natural, feedstock, 46.8 MJ per kg",008006-14-2,,"Gas, natural, feedstock, 46.8 MJ per kg",kg,Raw materials,Raw materials,D4D74F34-2852-4828-B0C1-121C7C61D3FD,Higher heating value (HHV): 52.0 MJ/kgLower heating value (LHV): 46.8 MJ/kg
"Gas, natural/kg",008006-14-2,,"Gas, natural/kg",kg,Raw materials,Raw materials,3EE7D0E5-D96A-433F-A91E-436C4A08CA04,Synonyms: Natural gasHigher heating value (HHV): 47.9 MJ/kgLower heating value (LHV): 43.1 MJ/kg
"Gas, natural/m3",008006-14-2,,"Gas, natural/m3",m3,Raw materials,Raw materials,7D275AB8-3937-4907-8EF0-CB44E19EE309,Synonyms: Natural gasHigher heating value (HHV): 38.3 MJ/m3Lower heating value (LHV): 34.5 MJ/m3
"Gas, off-gas, oil production",,,"Gas, off-gas, oil production",m3,Raw materials,Raw materials,C3E1B4A6-CD1C-4B31-AA4A-2260F92BF9BB,Higher heating value (HHV): 39.8 MJ/m3Lower heating value (LHV): 35.8 MJ/m3
"Gas, petroleum, 35 MJ per m3",,,"Gas, petroleum, 35 MJ per m3",m3,Raw materials,Raw materials,D1524FB2-F899-4BF1-972D-02A36FDE48F9,Higher heating value (HHV): 38.9 MJ/m3Lower heating value (LHV): 35 MJ/m3
Gemstones,,,Gemstones,kg,Raw materials,Raw materials,CBB1D570-B50D-47E6-8312-09B0D8AC7647,
Germanium,007440-56-4,Ge,Germanium,kg,Raw materials,Raw materials,87027833-1930-451C-BEE5-F4C375B59A4C,
Gold,007440-57-5,Au,Gold,kg,Raw materials,Raw materials,28166B33-6933-45F4-9C46-3DEC9D4DB25D,
"Gold, Au 1.0E-7%, in mixed ore",007440-57-5,Au,"Gold, Au 1.0E-7%, in mixed ore",kg,Raw materials,Raw materials,454057A8-E438-4CFF-A6E5-2F4065C10E1E,
"Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore",007440-57-5,Gold and Silver in oreAu and Ag,"Gold, Au 1.1E-4%, Ag 4.2E-3%, in ore",kg,Raw materials,Raw materials,53997E51-3005-4102-A379-C565AE19EF44,
"Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore",007440-57-5,Gold and Silver in oreAu and Ag,"Gold, Au 1.3E-4%, Ag 4.6E-5%, in ore",kg,Raw materials,Raw materials,15346094-B158-41FB-8F0C-ECE66CC9A29F,
"Gold, Au 1.8E-4%, in mixed ore",007440-57-5,Au,"Gold, Au 1.8E-4%, in mixed ore",kg,Raw materials,Raw materials,BE5BF80D-0373-4752-8BCF-A68497EDBA53,
"Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore",007440-57-5,Gold and Silver in oreAu,"Gold, Au 2.1E-4%, Ag 2.1E-4%, in ore",kg,Raw materials,Raw materials,E60E9C4B-31E4-4526-8092-17D07F52EB8C,
"Gold, Au 4.3E-4%, in ore",007440-57-5,Au,"Gold, Au 4.3E-4%, in ore",kg,Raw materials,Raw materials,458A5D26-3459-466C-A177-8BB3B6CEA5F2,
"Gold, Au 4.9E-5%, in ore",007440-57-5,Au,"Gold, Au 4.9E-5%, in ore",kg,Raw materials,Raw materials,3CE0ABD1-106E-4A65-88BD-ED3E80755E45,
"Gold, Au 5.4E-4%, Ag 1.5E-5%, in ore",007440-57-5,Gold and Silver in oreAu,"Gold, Au 5.4E-4%, Ag 1.5E-5%, in ore",kg,Raw materials,Raw materials,7EAA634F-71DF-4596-A54C-3D7EFAFBAC76,
"Gold, Au 6.7E-4%, in ore",007440-57-5,Au,"Gold, Au 6.7E-4%, in ore",kg,Raw materials,Raw materials,CA926170-A1DD-4E53-9A3F-04E99D7651F8,
"Gold, Au 6.8E-4%, Ag 1.5E-4%, in ore",007440-57-5,Gold and Silver in oreAu,"Gold, Au 6.8E-4%, Ag 1.5E-4%, in ore",kg,Raw materials,Raw materials,CCF118F7-ACD5-41F1-ADAD-C0F29963614C,
