Flowable,CAS No,Formula,Synonyms,Unit,Class,Context,Flow UUID,Description
"1,1'-Biphenyl, 4,4'-dichloro-, PCB-15",002050-68-2,,"1,1'-Biphenyl, 4,4'-dichloro-, PCB-15",kg,Waterborne emissions,Waterborne emissions,EE89AEF5-BFEA-4D61-8F90-7FF695164AF4,
"1,1'-Biphenyl, nonabromo-",027753-52-2,,"1,1'-Biphenyl, nonabromo-",kg,Waterborne emissions,Waterborne emissions,B92F0E7A-EBF9-4AAF-8F92-DD855BA0F168,
"1,1'-Dimethyl-4,4'-bipyridinium bis(methyl sul*)",002074-50-2,,"1,1'-Dimethyl-4,4'-bipyridinium bis(methyl sul*)",kg,Waterborne emissions,Waterborne emissions,D8675B8D-9A67-4255-9E98-A4AE76F3B7D1,
"1,1-Bis(4-ethoxyphenyl)-2-nitropropane",026258-70-8,,"1,1-Bis(4-ethoxyphenyl)-2-nitropropane",kg,Waterborne emissions,Waterborne emissions,27CFC510-F369-488D-83E8-84E4EA38EF7E,
"1,1-Dichloro-2,2-bis(ethylphenyl)ethane",000072-56-0,,"1,1-Dichloro-2,2-bis(ethylphenyl)ethane",kg,Waterborne emissions,Waterborne emissions,3CD11275-401E-4AF7-B318-8A3D7CE1AC40,
"1,1-Dichloropropane",000078-99-9,,"1,1-Dichloropropane",kg,Waterborne emissions,Waterborne emissions,2F99AA68-7928-43F1-91CE-47245E044229,
"1,1-Dimethyl cyclohexane",000590-66-9,,"1,1-Dimethyl cyclohexane",kg,Waterborne emissions,Waterborne emissions,2B97E9B9-E277-4063-BDF0-71D28A585380,
"1,1,1-Tris(hydroxymethyl)propane",000077-99-6,,"1,1,1-Tris(hydroxymethyl)propane",kg,Waterborne emissions,Waterborne emissions,EEC95829-663A-4680-8CE4-5AADFFFE8057,
"1,1,1,3,3,3-Hexafluoropropan-2-ol",000920-66-1,,"1,1,1,3,3,3-Hexafluoropropan-2-ol",kg,Waterborne emissions,Waterborne emissions,FC95ED55-BC7A-4104-A29A-A3196C003DD2,
"1,2-Benzenedicarboxamide",000088-96-0,,"1,2-Benzenedicarboxamide",kg,Waterborne emissions,Waterborne emissions,43D426B0-8961-4222-9806-311F80A66C15,
"1,2-Benzenedicarboxylic acid, 3,4,5,6-tetrabromo-, 2-(2-hydroxyethoxy)ethyl 2-hydroxypropyl ester",020566-35-2,,"1,2-Benzenedicarboxylic acid, 3,4,5,6-tetrabromo-, 2-(2-hydroxyethoxy)ethyl 2-hydroxypropyl ester",kg,Waterborne emissions,Waterborne emissions,68F910A8-F815-4E36-8248-33900AD82D64,CAS number: 020566-35-2Formula: C15H16Br4O7
"1,2-Benzenedicarboxylic acid, di-c11-14-branched alkyl esters, c13-rich",068515-47-9,,"1,2-Benzenedicarboxylic acid, di-c11-14-branched alkyl esters, c13-rich",kg,Waterborne emissions,Waterborne emissions,87C4CB36-E281-4848-93EC-5946D45C7E77,
"1,2-Benzenedicarboxylic acid, di-c6-10-alkyl esters",068515-51-5,,"1,2-Benzenedicarboxylic acid, di-c6-10-alkyl esters",kg,Waterborne emissions,Waterborne emissions,15179B21-E3CB-43BD-80A3-57932E6F3B1D,
"1,2-Benzenedicarboxylic acid, di-c8-10-alkyl esters",071662-46-9,,"1,2-Benzenedicarboxylic acid, di-c8-10-alkyl esters",kg,Waterborne emissions,Waterborne emissions,A4298193-472A-494A-B4C0-141A9B5686CE,
"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",068515-48-0,,"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",kg,Waterborne emissions,Waterborne emissions,146273D0-E59A-40A7-86D6-4803628DFD32,
"1,2-Benzenedicarboxylic acid, di-c9-11-branched alkyl esters, c10-rich",068515-49-1,,"1,2-Benzenedicarboxylic acid, di-c9-11-branched alkyl esters, c10-rich",kg,Waterborne emissions,Waterborne emissions,2556A5C1-1990-4F9C-8DFA-78AA4CA009B0,
"1,2-Benzenedicarboxylic acid, di-c9-11-branched and linear alkyl esters",068515-43-5,,"1,2-Benzenedicarboxylic acid, di-c9-11-branched and linear alkyl esters",kg,Waterborne emissions,Waterborne emissions,2B5474A6-5A02-4ABE-A606-24E867AF0DFC,
"1,2-Benzenedicarboxylic acid, dioctadecyl ester",014117-96-5,,"1,2-Benzenedicarboxylic acid, dioctadecyl ester",kg,Waterborne emissions,Waterborne emissions,963151D6-25EA-4643-AB2A-DF80FBA52061,CAS number: 014117-96-5Formula: C44H78O4
"1,2-Benzenedicarboxylic acid, heptyl nonyl ester, branched and linear",111381-89-6,,"1,2-Benzenedicarboxylic acid, heptyl nonyl ester, branched and linear",kg,Waterborne emissions,Waterborne emissions,B8A582CA-2D33-497E-879E-3208C27AD51B,
"1,2-Benzenedicarboxylic acid, mixed decyl and lauryl and octyl diesters",070693-30-0,,"1,2-Benzenedicarboxylic acid, mixed decyl and lauryl and octyl diesters",kg,Waterborne emissions,Waterborne emissions,12024EAF-5235-4577-8F20-654B209F7F55,
"1,2-benzenediol, 3-methoxy-",000934-00-9,,"1,2-benzenediol, 3-methoxy-",kg,Waterborne emissions,Waterborne emissions,DD53D624-9FC4-4316-98E5-213E45BCD95F,
"1,2-benzenediol, 4-methyl-",000452-86-8,,"1,2-benzenediol, 4-methyl-",kg,Waterborne emissions,Waterborne emissions,46DA438D-61EB-478A-B910-7ABA6224C88C,
"1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt",006485-34-3,,"1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt",kg,Waterborne emissions,Waterborne emissions,A1915AE0-1FA4-46E7-B7D2-E22F85C18E86,
"1,2-Benzisothiazolin-3-one",002634-33-5,,"1,2-Benzisothiazolin-3-one",kg,Waterborne emissions,Waterborne emissions,16A820CA-DAC0-4FE6-8205-DA9425DFBFB6,Formula: C7H5NOS 
"1,2-Bis((2,2,6,6-tetramethyl-piperidin-4-yl)aminoethyl)ethane",061260-55-7,,"1,2-Bis((2,2,6,6-tetramethyl-piperidin-4-yl)aminoethyl)ethane",kg,Waterborne emissions,Waterborne emissions,1F89520B-6918-4B7C-B0B9-3D5B17DEF538,
"1,2-Diaminopropane",000078-90-0,,"1,2-Diaminopropane",kg,Waterborne emissions,Waterborne emissions,B934136D-C33B-4983-AFF2-2776364254AF,
"1,2-Dibenzoyl-1-tert-butylhydrazine",112225-87-3,,"1,2-Dibenzoyl-1-tert-butylhydrazine",kg,Waterborne emissions,Waterborne emissions,C6D3C3C8-9F42-43AF-8899-7FFF21B11D1D,
"1,2-Dichlorocyclohexane -trans",000822-86-6,,"1,2-Dichlorocyclohexane -trans",kg,Waterborne emissions,Waterborne emissions,D13F4270-1BAE-4967-8C7D-CB21A2BBA8CA,
"1,2-Dichloropropane & 1,3-dichloropropene",008003-19-8,,"1,2-Dichloropropane & 1,3-dichloropropene",kg,Waterborne emissions,Waterborne emissions,93B06C1B-1B78-458D-A146-7CF2DDEECCDD,
"1,2-Dicyanobenzene",000091-15-6,,"1,2-Dicyanobenzene",kg,Waterborne emissions,Waterborne emissions,83F20030-D56F-4831-BC11-3C16FAA32029,
"1,2-Dihydronaphthalene",000447-53-0,,"1,2-Dihydronaphthalene",kg,Waterborne emissions,Waterborne emissions,3C71AE5F-50B9-46BD-B540-FD392E17AD95,
"1,2-Dimethyl-3-nitrobenzene",000083-41-0,,"1,2-Dimethyl-3-nitrobenzene",kg,Waterborne emissions,Waterborne emissions,35C48B6F-DF6A-465B-806B-BF83E6DB50ED,
"1,2-Dimethyl-3,5-diphenyl-1H-pyrazolium",049866-87-7,,"1,2-Dimethyl-3,5-diphenyl-1H-pyrazolium",kg,Waterborne emissions,Waterborne emissions,81475842-52F1-4C5E-B58A-6A9C39EB0164,Formula: C17H17N2+
"1,2-Dimethyl-4-nitrobenzene",000099-51-4,,"1,2-Dimethyl-4-nitrobenzene",kg,Waterborne emissions,Waterborne emissions,903B75C0-F91C-45B4-B824-C84936C25FA8,
"1,2-Dimethylcyclohexane",000583-57-3,,"1,2-Dimethylcyclohexane",kg,Waterborne emissions,Waterborne emissions,A427765E-DC7C-457B-AA06-4A4D61CEB1DF,
"1,2-Dimethylcyclohexane (cis)",002207-01-4,,"1,2-Dimethylcyclohexane (cis)",kg,Waterborne emissions,Waterborne emissions,78FD06E3-53F4-4941-B8A0-4302CC744BCC,
