Flowable,CAS No,Formula,Synonyms,Unit,Class,Context,Flow UUID,Description
"1-Aminopropane-1,3-dicarboxylic acid",000056-86-0,,"1-Aminopropane-1,3-dicarboxylic acid",kg,Emissions to soil,Emissions to soil,9D14700A-CE90-4AE6-9AA1-D6D829C0E5D4,"Chemical formula: C5H9NO4synonyms: Glutamic-acid; alpha-Aminoglutaric acid; L-2-Aminoglutaric acid; 1-Aminopropane-1,3-dicarboxylic acid; Glusate; Glutacid; alpha-Glutamic acid; L-Glutaminic acid; Glutaminol; Glutaton; (S)-2-Aminopentanedioic acid"
"1-Bromo-3-chloro-5,5-dimethylhydantion",016079-88-2,,"1-Bromo-3-chloro-5,5-dimethylhydantion",kg,Emissions to soil,Emissions to soil,CFE8CC19-15CC-4EAC-BC98-195B109C3E8C,
1-Bromo-n-nonane,000693-58-3,,1-Bromo-n-nonane,kg,Emissions to soil,Emissions to soil,17790415-F525-4567-8447-935448107376,
1-Bromobutane,000109-65-9,,1-Bromobutane,kg,Emissions to soil,Emissions to soil,D7B04B6B-008A-410A-BC6D-B8FBC3DC128F,
1-Bromodecane,000112-29-8,,1-Bromodecane,kg,Emissions to soil,Emissions to soil,42CCAC2F-8063-4A7A-A17C-859154EACFBE,
1-Bromoheptane,000629-04-9,,1-Bromoheptane,kg,Emissions to soil,Emissions to soil,E51B3A2E-0DB8-4592-ADA7-C819AF0DFCFD,
1-Bromohexane,000111-25-1,,1-Bromohexane,kg,Emissions to soil,Emissions to soil,CD9678A1-EC18-4B32-B4B1-46697F581D47,
1-Bromooctane,000111-83-1,,1-Bromooctane,kg,Emissions to soil,Emissions to soil,9DDE894A-546E-4764-8D12-BF699E2BD8D5,
1-Bromopropane,000106-94-5,,1-Bromopropane,kg,Emissions to soil,Emissions to soil,627141EB-BF20-42E1-B826-ED6442628686,
1-Butanol,000071-36-3,,1-Butanol,kg,Emissions to soil,Emissions to soil,502BD4EE-8E9F-4E52-A753-2074433217A7,Formula: C4H10O 
1-butyl-1-nitrosourea,000869-01-2,,1-butyl-1-nitrosourea,kg,Emissions to soil,Emissions to soil,0C14B0D3-EAFC-48F9-98AF-72F409248433,
1-Chloro-2-nitro-propane,002425-66-3,,1-Chloro-2-nitro-propane,kg,Emissions to soil,Emissions to soil,2FBEFD4F-FC52-4AC0-BC47-6699B82E99A1,
1-Chloro-2-propanol,000127-00-4,,1-Chloro-2-propanol,kg,Emissions to soil,Emissions to soil,F98E9332-A95D-478E-AD93-CEA85C5995D5,
1-Chloro-3-bromopropane,000109-70-6,,1-Chloro-3-bromopropane,kg,Emissions to soil,Emissions to soil,D0162898-4423-44EE-82E8-F0EE339099A6,
1-Chlorododecane,000112-52-7,,1-Chlorododecane,kg,Emissions to soil,Emissions to soil,88124BF9-B0A5-4B64-AD82-F70F5FC7D31E,
1-Chloronaphthalene,000090-13-1,,1-Chloronaphthalene,kg,Emissions to soil,Emissions to soil,62BE25E2-2F78-43D8-A9F8-E30022A70DBC,
1-Decanol,000112-30-1,,1-Decanol,kg,Emissions to soil,Emissions to soil,969D6235-C53C-4B36-AAAA-931913D64AB5,
1-Ethoxy-naphthalin,005328-01-8,,1-Ethoxy-naphthalin,kg,Emissions to soil,Emissions to soil,3CDC9355-E3B2-4AC6-AFB6-3AFDE6EDE89C,
1-Ethynyl cyclohexanol,000078-27-3,,1-Ethynyl cyclohexanol,kg,Emissions to soil,Emissions to soil,1974B170-409D-4369-8F75-C544401879F1,
1-Heptadecanamine,004200-95-7,,1-Heptadecanamine,kg,Emissions to soil,Emissions to soil,D6EE1F73-19CA-44FA-B09F-FDB294051236,
1-Heptanol,000111-70-6,,1-Heptanol,kg,Emissions to soil,Emissions to soil,52181990-9838-4E67-9057-62BDA32C8822,
"1-Heptanol, 6-methyl-",001653-40-3,,"1-Heptanol, 6-methyl-",kg,Emissions to soil,Emissions to soil,1BD07C8B-A83B-4A20-B1FB-423B3D3D7F07,
1-Heptene,000592-76-7,,1-Heptene,kg,Emissions to soil,Emissions to soil,E6A69BC8-1947-47B4-B69A-6534D01CACCA,
"1-Hexadecanamine, n,n-dimethyl-",000112-69-6,,"1-Hexadecanamine, n,n-dimethyl-",kg,Emissions to soil,Emissions to soil,07883DEE-D48E-4717-B0FD-65D7C8BE6E7F,
"1-Hexadecanol, hydrogen sulfate, sodium salt",001120-01-0,,"1-Hexadecanol, hydrogen sulfate, sodium salt",kg,Emissions to soil,Emissions to soil,56A2A5D3-BECF-46EF-8E0D-28FE31F0AA61,
"1-Hexanamine, n-hexyl-",000143-16-8,,"1-Hexanamine, n-hexyl-",kg,Emissions to soil,Emissions to soil,520C29E6-BF0C-4FDC-B56C-3E8C39368D55,
1-Hexanol,000111-27-3,,1-Hexanol,kg,Emissions to soil,Emissions to soil,CA397DFA-4DBD-4E83-9E37-2F8678CF1DE5,
"1-Hexanol, 3,5,5-trimethyl-",003452-97-9,,"1-Hexanol, 3,5,5-trimethyl-",kg,Emissions to soil,Emissions to soil,14D98136-F3CA-436D-964D-6CA9486EE389,
1-Hexen-3-ol,004798-44-1,,1-Hexen-3-ol,kg,Emissions to soil,Emissions to soil,0A3359A8-B4B5-4292-B837-D2910CB1B0E8,
1-Hexene,000592-41-6,,1-Hexene,kg,Emissions to soil,Emissions to soil,97BFB3CA-99C9-4014-B61C-55FCE3F30CA9,
"1-Hydroxy-1,1-diphosphonoethane",002809-21-4,,"1-Hydroxy-1,1-diphosphonoethane",kg,Emissions to soil,Emissions to soil,E771CC7B-3466-44ED-AE9B-F7E8142CCA29,"formula: C2H8O7P2Synonyms: 1-Hydroxyethane-1,1-diphosphonic acid; 1-Hydroxyethylidene-1,1-diphosphonic acid; 1-hydroxyethylidenedi(phosphonic acid); Dequest 2010; Etidronic acid;"
1-Hydroxy-2(1h)-pyridinethione sodium salt,015922-78-8,,1-Hydroxy-2(1h)-pyridinethione sodium salt,kg,Emissions to soil,Emissions to soil,BE4E0666-F38F-4F86-9052-4D8BC2C1D2B9,
1-Iodohexadecane,000544-77-4,,1-Iodohexadecane,kg,Emissions to soil,Emissions to soil,67AF9719-3138-48D1-BC90-E8D405AE6EA7,
1-Methyl-2-pyrrolidinone,000872-50-4,,1-Methyl-2-pyrrolidinone,kg,Emissions to soil,Emissions to soil,DDC74AA3-A9C4-4A9A-AAFA-E8AD99A3F504,Formula: C5H9NO Synonyms: 1-Methyl-5-Pyrrolidinone; 1-Methylpyrrolidinone; m-pyrrole; Deuterated N-Methyl-2-Pyrrolidone; Methylpyrrolidone; N-Methyl-2-pyrrolidinone; N-Methylpyrrolidone; NMP
1-Methyl-pyrrolidine,000120-94-5,,1-Methyl-pyrrolidine,kg,Emissions to soil,Emissions to soil,EA40ED79-4A9E-44FE-8EAA-A0784A5F7F27,
1-Methylnapthalene,000090-12-0,,1-Methylnapthalene,kg,Emissions to soil,Emissions to soil,6D092E3E-9AF7-4D2C-A3E1-FF7DB8CAEA77,
"1-Naphthalenamine, n-ethyl-",000118-44-5,,"1-Naphthalenamine, n-ethyl-",kg,Emissions to soil,Emissions to soil,F5765D31-ED33-4FB5-A54E-D2446F8F1E82,
1-Naphthalene acetamide,000086-86-2,,1-Naphthalene acetamide,kg,Emissions to soil,Emissions to soil,1ED78991-B0DE-4643-AA93-82B47E45FD3F,"Formula: C12H11NO Synonyms: 1-Naphthaleneacetamide; Amid-Thin W; Frufix; NAA Amide; naphthaleneacetamide, NAD"
1-Naphthaleneacetic acid,000086-87-3,,1-Naphthaleneacetic acid,kg,Emissions to soil,Emissions to soil,4921869F-3783-42F2-854F-74D197C77870,Formula: C12H10O2 Synonyms: 1-Naphthylacetic acid; alpha-Naphthylacetic Acid; Fruitone; NAA; Naphthalene-1-acetic acid; Naphthaleneacetic acid;  Planofix
1-Naphthalenecarbonitrile,000086-53-3,,1-Naphthalenecarbonitrile,kg,Emissions to soil,Emissions to soil,80047E9B-241A-4212-8FCE-791A0B86AED4,
1-Naphthalenemethanol,004780-79-4,,1-Naphthalenemethanol,kg,Emissions to soil,Emissions to soil,DD63BAB2-7FE1-4B52-8CEC-3FFE79EADC9F,
1-Naphthol,000090-15-3,,1-Naphthol,kg,Emissions to soil,Emissions to soil,83F05C19-F8E4-4C58-B984-62B01BE83AF3,
1-Nitro-4-cyanobenzene,000619-72-7,,1-Nitro-4-cyanobenzene,kg,Emissions to soil,Emissions to soil,D78A15A2-3AB2-4213-A997-A366D642F846,
1-Nitrobutane,000627-05-4,,1-Nitrobutane,kg,Emissions to soil,Emissions to soil,446FFC50-2047-4513-9D76-FEDA4B172116,
1-Nitroethane,000079-24-3,,1-Nitroethane,kg,Emissions to soil,Emissions to soil,17653462-C6EC-439B-89D2-64EC6EB531BD,
1-Nitronaphthalene,000086-57-7,,1-Nitronaphthalene,kg,Emissions to soil,Emissions to soil,6628B3E2-65ED-495C-89AE-8ED03211E156,
1-Nitropropane,000108-03-2,,1-Nitropropane,kg,Emissions to soil,Emissions to soil,8501F547-C308-42B7-BCB6-4F63134E4B43,
1-Nitroso-2-naphthol,000131-91-9,,1-Nitroso-2-naphthol,kg,Emissions to soil,Emissions to soil,16A40487-B6E5-4670-92B1-9EFC7CAE87E9,
"1-Nitroso-5,6-dihydrouracil",016813-36-8,,"1-Nitroso-5,6-dihydrouracil",kg,Emissions to soil,Emissions to soil,50D7905E-5640-420D-8C71-B18BC16D57E3,Formula: C4H5N3O3
1-Nonanol,000143-08-8,,1-Nonanol,kg,Emissions to soil,Emissions to soil,644AA157-01D8-4340-BCBD-A7CAF8196DB3,
1-Octadecanol,000112-92-5,,1-Octadecanol,kg,Emissions to soil,Emissions to soil,7690FE60-818F-4F3D-AA79-FB7A8328A5A7,
"1-Octanamine, n-methyl-n-octyl-",004455-26-9,,"1-Octanamine, n-methyl-n-octyl-",kg,Emissions to soil,Emissions to soil,90CCB8EE-3870-4A9D-8D2E-9957DEC9D22A,
"1-Octanamine, n,n-dimethyl-",007378-99-6,,"1-Octanamine, n,n-dimethyl-",kg,Emissions to soil,Emissions to soil,FE40DC08-5773-46DE-983F-AEFF33D9745E,
1-Octanol,000111-87-5,,1-Octanol,kg,Emissions to soil,Emissions to soil,F73044B6-9907-47D1-9B0A-CF0CD6C60B9C,
"1-Octen-3-ol, 3,7-dimethyl-",018479-49-7,,"1-Octen-3-ol, 3,7-dimethyl-",kg,Emissions to soil,Emissions to soil,124EFA6F-B96A-4AEE-A4C3-1395A9507BE9,
"1-Pentanamine, n,n-dipentyl-",000621-77-2,,"1-Pentanamine, n,n-dipentyl-",kg,Emissions to soil,Emissions to soil,BC4C0CF5-D064-4901-A411-39C8A296FE5E,
1-Pentanol,000071-41-0,,1-Pentanol,kg,Emissions to soil,Emissions to soil,AA2B819D-A499-4A67-BC49-6DC7FB9A64FD,
1-Phenyl-3-ethyl thiourea,002741-06-2,,1-Phenyl-3-ethyl thiourea,kg,Emissions to soil,Emissions to soil,B054EB25-2AF5-46FB-A8F0-17D13203BA99,
"1-Phenyl-3,3-dimethyltriazene",007227-91-0,,"1-Phenyl-3,3-dimethyltriazene",kg,Emissions to soil,Emissions to soil,25BEF805-95FD-432C-9A13-76C104AD82A2,"Formula: C8H11N3Synonyms: 3,3-dimethyl-1-phenyl-1-Triazene;DMPT; N,N-Dimethyltriazenobenzene; PDMT; PDT"
1-Piperazineethanamine,000140-31-8,,1-Piperazineethanamine,kg,Emissions to soil,Emissions to soil,24B5C46D-4058-4EC1-A632-911091A7335A,
1-Piperazineethanol,000103-76-4,,1-Piperazineethanol,kg,Emissions to soil,Emissions to soil,F7E14B00-1814-4734-BA34-97E0C77D3A27,
"1-Piperidineethanol, 4-hydroxy-2,2,6,6-tetramethyl-",052722-86-8,,"1-Piperidineethanol, 4-hydroxy-2,2,6,6-tetramethyl-",kg,Emissions to soil,Emissions to soil,940026A8-00C7-4B9E-BC14-B4EBA1FA6D0D,
"1-Piperidinyloxy, 2,2,6,6-tetramethyl-4-oxo-",002896-70-0,,"1-Piperidinyloxy, 2,2,6,6-tetramethyl-4-oxo-",kg,Emissions to soil,Emissions to soil,382BEA15-9BF1-41C0-9583-A368AA60EE84,
"1-Piperoyl-(e,e)-piperidine",000094-62-2,,"1-Piperoyl-(e,e)-piperidine",kg,Emissions to soil,Emissions to soil,C58D7370-1D2A-4FC6-8154-D49C87099D52,
1-Propanethiol,000107-03-9,,1-Propanethiol,kg,Emissions to soil,Emissions to soil,38EB5793-3912-42EB-81F8-636F810197CC,
1-Propanol,000071-23-8,,1-Propanol,kg,Emissions to soil,Emissions to soil,B6789F0C-43C3-44A0-9F6D-FA40589570C5,
"1-Propanone, 1-(4-aminophenyl)-",000070-69-9,,"1-Propanone, 1-(4-aminophenyl)-",kg,Emissions to soil,Emissions to soil,BE3A0629-13A7-433D-AA1D-12579B9CB830,
"1-Propene, 3,3-diethoxy-",003054-95-3,,"1-Propene, 3,3-diethoxy-",kg,Emissions to soil,Emissions to soil,3F494C53-9AAF-4394-A606-11CE169AC313,
1-Tetradecanamine,002016-42-4,,1-Tetradecanamine,kg,Emissions to soil,Emissions to soil,633F080D-80CB-4569-BFC9-89A5CAF08F79,
"1-Tetradecanol, hydrogen sulfate, sodium salt",001191-50-0,,"1-Tetradecanol, hydrogen sulfate, sodium salt",kg,Emissions to soil,Emissions to soil,9528A664-70EB-400A-821A-236F4954065D,
1-Tridecanamine,002869-34-3,,1-Tridecanamine,kg,Emissions to soil,Emissions to soil,B37D555F-F83D-4C36-B117-080384AADA11,
1-Tridecanol,000112-70-9,,1-Tridecanol,kg,Emissions to soil,Emissions to soil,093B9DE4-E595-4CA1-9C52-1BAF6CFF8485,
1-Undecanol,000112-42-5,,1-Undecanol,kg,Emissions to soil,Emissions to soil,C4ACFA6B-DFC1-4B22-B082-BAC6BEAD0976,
"1,1'-Biphenyl, 2-chloro-, PCB-1",002051-60-7,,"1,1'-Biphenyl, 2-chloro-, PCB-1",kg,Emissions to soil,Emissions to soil,5E064796-D141-4AE6-B7C2-74C7716757FD,
"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",002437-79-8,,"1,1'-Biphenyl, 2,2',4,4'-tetrachloro-, PCB-47",kg,Emissions to soil,Emissions to soil,E8E342FB-C8B4-40AF-8C83-86F8006EC29D,
"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",033979-03-2,,"1,1'-Biphenyl, 2,2',4,4',6,6'-hexachloro-, PCB-155",kg,Emissions to soil,Emissions to soil,6A1F2918-E270-482C-97B3-A2D2AD2EDE5A,
"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",037680-65-2,,"1,1'-Biphenyl, 2,2',5-trichloro-, PCB-18",kg,Emissions to soil,Emissions to soil,EF6BD208-36BF-4B4B-8C04-EC7D32D059A0,
"1,1'-Biphenyl, 2,4-dichloro-, PCB-7",033284-50-3,,"1,1'-Biphenyl, 2,4-dichloro-, PCB-7",kg,Emissions to soil,Emissions to soil,FBEE2A10-2CC1-4342-A4AD-A669304DF4C9,
"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",015862-07-4,,"1,1'-Biphenyl, 2,4,5-trichloro-, PCB-29",kg,Emissions to soil,Emissions to soil,C49A19C1-57D0-4BB4-8D08-9733E279FD38,
"1,1'-Biphenyl, 3-chloro-, PCB-2",002051-61-8,,"1,1'-Biphenyl, 3-chloro-, PCB-2",kg,Emissions to soil,Emissions to soil,0E46F359-E2F6-4BDE-BC34-F295388B82A4,
"1,1'-Biphenyl, 3,3',4,4'-tetrachloro-, PCB-77",032598-13-3,,"1,1'-Biphenyl, 3,3',4,4'-tetrachloro-, PCB-77",kg,Emissions to soil,Emissions to soil,E4F2C418-78A2-4320-AE83-C216887F4E56,
"1,1'-Biphenyl, 4-chloro-, PCB-3",002051-62-9,,"1,1'-Biphenyl, 4-chloro-, PCB-3",kg,Emissions to soil,Emissions to soil,2B0211B5-A4EC-44B6-A66B-1E6F39E1625B,
"1,1'-Biphenyl, 4,4'-dichloro-, PCB-15",002050-68-2,,"1,1'-Biphenyl, 4,4'-dichloro-, PCB-15",kg,Emissions to soil,Emissions to soil,BF73F3DC-4243-4C67-A2DA-2F4C002D835F,
"1,1'-Biphenyl, nonabromo-",027753-52-2,,"1,1'-Biphenyl, nonabromo-",kg,Emissions to soil,Emissions to soil,2E5ADB80-849A-4112-AC49-CE310CA48BA3,
"1,1'-Dimethyl-4,4'-bipyridinium bis(methyl sul*)",002074-50-2,,"1,1'-Dimethyl-4,4'-bipyridinium bis(methyl sul*)",kg,Emissions to soil,Emissions to soil,DFDBA0DE-4849-4D45-A9E3-5834A1A7E9B8,
"1,1-Bis(4-ethoxyphenyl)-2-nitropropane",026258-70-8,,"1,1-Bis(4-ethoxyphenyl)-2-nitropropane",kg,Emissions to soil,Emissions to soil,2DB73ED5-2B8E-4C5E-9C5E-BD056AEA994F,
"1,1-Dichloro-2,2-bis(ethylphenyl)ethane",000072-56-0,,"1,1-Dichloro-2,2-bis(ethylphenyl)ethane",kg,Emissions to soil,Emissions to soil,0BBE4BF4-5D2D-4EBC-AA78-177C8F68D3AA,
"1,1-Dichloropropane",000078-99-9,,"1,1-Dichloropropane",kg,Emissions to soil,Emissions to soil,F839B0AB-9DF7-45BC-8855-354C051A0EC8,
"1,1-Dimethyl cyclohexane",000590-66-9,,"1,1-Dimethyl cyclohexane",kg,Emissions to soil,Emissions to soil,E447FB46-775E-4104-AD7D-D46DC1C1DA52,
"1,1-Dimethylpiperidinium",015302-91-7,,"1,1-Dimethylpiperidinium",kg,Emissions to soil,Emissions to soil,0534FEB1-5837-4A61-A57C-8B0493AC17A5,CAS number: 015302-91-7Formula: C7H16N+
"1,1,1-Tris(hydroxymethyl)propane",000077-99-6,,"1,1,1-Tris(hydroxymethyl)propane",kg,Emissions to soil,Emissions to soil,A5DD289F-794A-41EF-9FF6-F3E575176ACE,
"1,1,1,3,3,3-Hexafluoropropan-2-ol",000920-66-1,,"1,1,1,3,3,3-Hexafluoropropan-2-ol",kg,Emissions to soil,Emissions to soil,325E3415-AE2C-4FF6-BE97-4A331D048B6E,
"1,2-Benzenedicarboxamide",000088-96-0,,"1,2-Benzenedicarboxamide",kg,Emissions to soil,Emissions to soil,4E7B9427-B483-4C39-8866-4C7F732560CF,
"1,2-Benzenedicarboxylic acid, di-c11-14-branched alkyl esters, c13-rich",068515-47-9,,"1,2-Benzenedicarboxylic acid, di-c11-14-branched alkyl esters, c13-rich",kg,Emissions to soil,Emissions to soil,842B1EC5-54DD-471D-8BBD-08845333E3C4,
"1,2-Benzenedicarboxylic acid, di-c6-10-alkyl esters",068515-51-5,,"1,2-Benzenedicarboxylic acid, di-c6-10-alkyl esters",kg,Emissions to soil,Emissions to soil,5E281BE3-53D3-4F2A-9302-DD6AC04D64D4,
"1,2-Benzenedicarboxylic acid, di-c8-10-alkyl esters",071662-46-9,,"1,2-Benzenedicarboxylic acid, di-c8-10-alkyl esters",kg,Emissions to soil,Emissions to soil,0F690D05-E344-4522-801D-5326740AA8A9,
"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",068515-48-0,,"1,2-Benzenedicarboxylic acid, di-C8-10-branched alkyl esters, C9-rich",kg,Emissions to soil,Emissions to soil,928C3CD3-0531-4B41-A426-92FEA5352712,
"1,2-Benzenedicarboxylic acid, di-c9-11-branched alkyl esters, c10-rich",068515-49-1,,"1,2-Benzenedicarboxylic acid, di-c9-11-branched alkyl esters, c10-rich",kg,Emissions to soil,Emissions to soil,F180CDC7-9747-4B15-B62E-2553AA5A3664,
"1,2-Benzenedicarboxylic acid, di-c9-11-branched and linear alkyl esters",068515-43-5,,"1,2-Benzenedicarboxylic acid, di-c9-11-branched and linear alkyl esters",kg,Emissions to soil,Emissions to soil,CCA76CCF-B841-4464-9CBF-BCA6278AC0AE,
"1,2-Benzenedicarboxylic acid, heptyl nonyl ester, branched and linear",111381-89-6,,"1,2-Benzenedicarboxylic acid, heptyl nonyl ester, branched and linear",kg,Emissions to soil,Emissions to soil,148BD092-8A1B-43CA-AEBA-49B9AC52A261,
"1,2-Benzenedicarboxylic acid, mixed decyl and lauryl and octyl diesters",070693-30-0,,"1,2-Benzenedicarboxylic acid, mixed decyl and lauryl and octyl diesters",kg,Emissions to soil,Emissions to soil,7168A6AA-5EFF-4C70-92AE-CBDBAA83FADD,
"1,2-benzenediol, 3-methoxy-",000934-00-9,,"1,2-benzenediol, 3-methoxy-",kg,Emissions to soil,Emissions to soil,F5A62C30-0AA4-4CE9-9613-3781C0A5756D,
"1,2-benzenediol, 4-methyl-",000452-86-8,,"1,2-benzenediol, 4-methyl-",kg,Emissions to soil,Emissions to soil,9D121040-9264-4055-92AB-CC7AB087FFA6,
"1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt",006485-34-3,,"1,2-Benzisothiazol-3(2H)-one, 1,1-dioxide, calcium salt",kg,Emissions to soil,Emissions to soil,95394643-4B09-4A87-8BCD-6E47B27DD379,
"1,2-Benzisothiazolin-3-one",002634-33-5,,"1,2-Benzisothiazolin-3-one",kg,Emissions to soil,Emissions to soil,FE94ECF3-0434-4CA7-8195-FC4D43E022CF,Formula: C7H5NOS 
"1,2-Bis((2,2,6,6-tetramethyl-piperidin-4-yl)aminoethyl)ethane",061260-55-7,,"1,2-Bis((2,2,6,6-tetramethyl-piperidin-4-yl)aminoethyl)ethane",kg,Emissions to soil,Emissions to soil,ADC6381E-084F-418A-B084-DB0270A90C04,
"1,2-Diaminopropane",000078-90-0,,"1,2-Diaminopropane",kg,Emissions to soil,Emissions to soil,6A83B73B-D5BA-406A-BB2A-E12A776A4266,
"1,2-Dibenzoyl-1-tert-butylhydrazine",112225-87-3,,"1,2-Dibenzoyl-1-tert-butylhydrazine",kg,Emissions to soil,Emissions to soil,1A434964-8251-45B0-9CB7-4857F7ED2EB0,
"1,2-Dichlorocyclohexane -trans",000822-86-6,,"1,2-Dichlorocyclohexane -trans",kg,Emissions to soil,Emissions to soil,5D1FF4C1-C01E-4713-97D2-6629D7DDF760,
"1,2-Dichloropropane & 1,3-dichloropropene",008003-19-8,,"1,2-Dichloropropane & 1,3-dichloropropene",kg,Emissions to soil,Emissions to soil,10CC29E0-779B-438B-92FB-3882EFA01458,
"1,2-Dicyanobenzene",000091-15-6,,"1,2-Dicyanobenzene",kg,Emissions to soil,Emissions to soil,B013548A-D377-4019-B773-983A495D8FD9,
"1,2-Dihydronaphthalene",000447-53-0,,"1,2-Dihydronaphthalene",kg,Emissions to soil,Emissions to soil,2ABD4724-9C5B-4976-A351-5A6C5CEA7771,
"1,2-Dimethyl-3-nitrobenzene",000083-41-0,,"1,2-Dimethyl-3-nitrobenzene",kg,Emissions to soil,Emissions to soil,0229C78C-7CB0-4349-AC6F-0BB5153ACED0,
"1,2-Dimethyl-3,5-diphenyl-1H-pyrazolium",049866-87-7,,"1,2-Dimethyl-3,5-diphenyl-1H-pyrazolium",kg,Emissions to soil,Emissions to soil,24E74C93-C6B7-4DE3-8547-6A2C2D0A6F41,Formula: C17H17N2+
"1,2-Dimethyl-4-nitrobenzene",000099-51-4,,"1,2-Dimethyl-4-nitrobenzene",kg,Emissions to soil,Emissions to soil,63690013-CD5A-4972-B7AC-2B99A4C161FA,
"1,2-Dimethylcyclohexane",000583-57-3,,"1,2-Dimethylcyclohexane",kg,Emissions to soil,Emissions to soil,5970154C-632F-496F-997D-E2C531D9D8CF,
"1,2-Dimethylcyclohexane (cis)",002207-01-4,,"1,2-Dimethylcyclohexane (cis)",kg,Emissions to soil,Emissions to soil,943F4FA2-7588-4E40-9475-30BD549B459B,
"1,2-Dimethylcyclohexane (trans)",006876-23-9,,"1,2-Dimethylcyclohexane (trans)",kg,Emissions to soil,Emissions to soil,3FA11D6B-6BB6-4634-96B1-09D720DE2169,
"1,2-Ethanediol, monoacetate",000542-59-6,,"1,2-Ethanediol, monoacetate",kg,Emissions to soil,Emissions to soil,E64C7DEA-69CE-4BC8-818D-FA4D2FFDAE96,
"1,2-Hydrazinecarbothioamide",000142-46-1,,"1,2-Hydrazinecarbothioamide",kg,Emissions to soil,Emissions to soil,EB60593E-1C4C-4EEE-AA02-10DFAFA48B2D,
"1,2-Naphthalenedione",000524-42-5,,"1,2-Naphthalenedione",kg,Emissions to soil,Emissions to soil,0766FC3F-6B9E-4381-8429-DAEA740CB56D,
